time	V(n001)	V(n002)
1.165834150603973e-04	1.200000e+01	1.409885e+00
1.185834150603973e-04	1.200000e+01	1.544525e+00
1.205834150603973e-04	1.200000e+01	1.675745e+00
1.225834150603973e-04	1.200000e+01	1.800779e+00
1.245834150603973e-04	1.200000e+01	1.916995e+00
1.265834150603973e-04	1.200000e+01	2.021958e+00
1.285834150603973e-04	1.200000e+01	2.113509e+00
1.305834150603973e-04	1.200000e+01	2.189822e+00
1.325834150603973e-04	1.200000e+01	2.249470e+00
1.345834150603973e-04	1.200000e+01	2.291457e+00
1.365834150603973e-04	1.200000e+01	2.315260e+00
1.385834150603973e-04	1.200000e+01	2.320834e+00
1.405834150603972e-04	1.200000e+01	2.308627e+00
1.425834150603972e-04	1.200000e+01	2.279558e+00
1.445834150603972e-04	1.200000e+01	2.235003e+00
1.465834150603972e-04	1.200000e+01	2.176745e+00
1.485834150603972e-04	1.200000e+01	2.106947e+00
1.505834150603972e-04	1.200000e+01	2.028078e+00
1.525834150603972e-04	1.200000e+01	1.942863e+00
1.545834150603972e-04	1.200000e+01	1.854202e+00
1.565834150603972e-04	1.200000e+01	1.765106e+00
1.585834150603972e-04	1.200000e+01	1.678611e+00
1.605834150603972e-04	1.200000e+01	1.597707e+00
1.625834150603972e-04	1.200000e+01	1.525302e+00
1.638242270093040e-04	1.200000e+01	1.486074e+00
1.646031077535043e-04	1.200000e+01	1.464762e+00
1.652369287554854e-04	1.200000e+01	1.450632e+00
1.658899416435850e-04	1.200000e+01	1.440882e+00
1.667589522651136e-04	1.200000e+01	1.437245e+00
1.675136466735957e-04	1.200000e+01	1.441566e+00
1.683211085691726e-04	1.200000e+01	1.450848e+00
1.696370549029947e-04	1.200000e+01	1.470877e+00
1.710465309448773e-04	1.200000e+01	1.495761e+00
1.726733556512672e-04	1.200000e+01	1.527070e+00
1.744701728440064e-04	1.200000e+01	1.564479e+00
1.764701728440064e-04	1.200000e+01	1.610217e+00
1.784701728440064e-04	1.200000e+01	1.662154e+00
1.804701728440063e-04	1.200000e+01	1.723303e+00
1.824701728440063e-04	1.200000e+01	1.796394e+00
1.833131161372995e-04	1.200000e+01	1.831068e+00
1.843012411458961e-04	1.200000e+01	1.874562e+00
1.854141554529750e-04	1.200000e+01	1.927036e+00
1.867371381021572e-04	1.200000e+01	1.993833e+00
1.884737780381359e-04	1.200000e+01	2.087942e+00
1.904737780381359e-04	1.200000e+01	2.203836e+00
1.924737780381359e-04	1.200000e+01	2.325814e+00
1.944737780381359e-04	1.200000e+01	2.451631e+00
1.964737780381359e-04	1.200000e+01	2.578935e+00
1.984737780381359e-04	1.200000e+01	2.705324e+00
2.004737780381359e-04	1.200000e+01	2.828405e+00
2.024737780381359e-04	1.200000e+01	2.945859e+00
2.044737780381359e-04	1.200000e+01	3.055495e+00
2.064737780381359e-04	1.200000e+01	3.155318e+00
2.084737780381359e-04	1.200000e+01	3.243572e+00
2.104737780381359e-04	1.200000e+01	3.318797e+00
2.124737780381359e-04	1.200000e+01	3.379859e+00
2.144737780381359e-04	1.200000e+01	3.425996e+00
2.164737780381359e-04	1.200000e+01	3.456821e+00
2.184737780381359e-04	1.200000e+01	3.472355e+00
2.204737780381358e-04	1.200000e+01	3.473007e+00
2.224737780381358e-04	1.200000e+01	3.459589e+00
2.244737780381358e-04	1.200000e+01	3.433269e+00
2.264737780381358e-04	1.200000e+01	3.395570e+00
2.284737780381358e-04	1.200000e+01	3.348307e+00
2.304737780381358e-04	1.200000e+01	3.293562e+00
2.324737780381358e-04	1.200000e+01	3.233613e+00
2.344737780381358e-04	1.200000e+01	3.170895e+00
2.364737780381358e-04	1.200000e+01	3.107916e+00
2.384737780381358e-04	1.200000e+01	3.047214e+00
2.404737780381358e-04	1.200000e+01	2.991278e+00
2.424737780381358e-04	1.200000e+01	2.942516e+00
2.439257480270745e-04	1.200000e+01	2.913016e+00
2.450207159043112e-04	1.200000e+01	2.895265e+00
2.458533626371552e-04	1.200000e+01	2.885646e+00
2.467124953852858e-04	1.200000e+01	2.881018e+00
2.478195907563726e-04	1.200000e+01	2.884600e+00
2.487371377881758e-04	1.200000e+01	2.894664e+00
2.497521727723718e-04	1.200000e+01	2.910579e+00
2.513245068541677e-04	1.200000e+01	2.940667e+00
2.529122358422682e-04	1.200000e+01	2.975162e+00
2.546892203728681e-04	1.200000e+01	3.017385e+00
2.564881954586892e-04	1.200000e+01	3.064308e+00
2.584881954586892e-04	1.200000e+01	3.123030e+00
2.604385576972111e-04	1.200000e+01	3.189183e+00
2.620652316955737e-04	1.200000e+01	3.252289e+00
2.630043903985014e-04	1.200000e+01	3.292124e+00
2.641462959503749e-04	1.200000e+01	3.343768e+00
2.653571690495211e-04	1.200000e+01	3.402136e+00
2.668567644322972e-04	1.200000e+01	3.479057e+00
2.688384547090008e-04	1.200000e+01	3.587418e+00
2.708384547090008e-04	1.200000e+01	3.702941e+00
2.728384547090008e-04	1.200000e+01	3.822710e+00
2.748384547090008e-04	1.200000e+01	3.944657e+00
2.768384547090008e-04	1.200000e+01	4.066649e+00
2.788384547090008e-04	1.200000e+01	4.186546e+00
2.808384547090008e-04	1.200000e+01	4.302247e+00
2.828384547090007e-04	1.200000e+01	4.411754e+00
2.848384547090007e-04	1.200000e+01	4.513217e+00
2.868384547090007e-04	1.200000e+01	4.604987e+00
2.888384547090007e-04	1.200000e+01	4.685656e+00
2.908384547090007e-04	1.200000e+01	4.754096e+00
2.928384547090007e-04	1.200000e+01	4.809492e+00
2.948384547090007e-04	1.200000e+01	4.851360e+00
2.968384547090007e-04	1.200000e+01	4.879565e+00
2.988384547090007e-04	1.200000e+01	4.894325e+00
3.008384547090007e-04	1.200000e+01	4.896204e+00
3.028384547090007e-04	1.200000e+01	4.886103e+00
3.048384547090007e-04	1.200000e+01	4.865236e+00
3.068384547090007e-04	1.200000e+01	4.835100e+00
3.088384547090007e-04	1.200000e+01	4.797439e+00
3.108384547090007e-04	1.200000e+01	4.754198e+00
3.128384547090007e-04	1.200000e+01	4.707473e+00
3.148384547090007e-04	1.200000e+01	4.659462e+00
3.168384547090007e-04	1.200000e+01	4.612404e+00
3.188384547090006e-04	1.200000e+01	4.568527e+00
3.208384547090006e-04	1.200000e+01	4.529987e+00
3.228384547090006e-04	1.200000e+01	4.498868e+00
3.243162734131883e-04	1.200000e+01	4.481948e+00
3.253833018458495e-04	1.200000e+01	4.473921e+00
3.265846425755516e-04	1.200000e+01	4.470791e+00
3.276690189461947e-04	1.200000e+01	4.474823e+00
3.287084257733383e-04	1.200000e+01	4.485154e+00
3.298861545861596e-04	1.200000e+01	4.503093e+00
3.311123662309960e-04	1.200000e+01	4.526665e+00
3.331123662309960e-04	1.200000e+01	4.571862e+00
3.347516830879894e-04	1.200000e+01	4.613957e+00
3.364848184761061e-04	1.200000e+01	4.663482e+00
3.380807228634346e-04	1.200000e+01	4.714557e+00
3.398111895768502e-04	1.200000e+01	4.777033e+00
3.411161088166674e-04	1.200000e+01	4.829390e+00
3.421856652990121e-04	1.200000e+01	4.875660e+00
3.434982414684110e-04	1.200000e+01	4.936351e+00
3.447989677272732e-04	1.200000e+01	5.000420e+00
3.465251138455498e-04	1.200000e+01	5.090744e+00
3.485251138455498e-04	1.200000e+01	5.201693e+00
3.505251138455498e-04	1.200000e+01	5.317737e+00
3.525251138455498e-04	1.200000e+01	5.436969e+00
3.545251138455498e-04	1.200000e+01	5.557392e+00
3.565251138455497e-04	1.200000e+01	5.676971e+00
3.585251138455497e-04	1.200000e+01	5.793682e+00
3.605251138455497e-04	1.200000e+01	5.905567e+00
3.625251138455497e-04	1.200000e+01	6.010783e+00
3.645251138455497e-04	1.200000e+01	6.107649e+00
3.665251138455497e-04	1.200000e+01	6.194693e+00
3.685251138455497e-04	1.200000e+01	6.270686e+00
3.705251138455497e-04	1.200000e+01	6.334681e+00
3.725251138455497e-04	1.200000e+01	6.386031e+00
3.745251138455497e-04	1.200000e+01	6.424415e+00
3.765251138455497e-04	1.200000e+01	6.449841e+00
3.785251138455497e-04	1.200000e+01	6.462650e+00
3.805251138455497e-04	1.200000e+01	6.463510e+00
3.825251138455497e-04	1.200000e+01	6.453397e+00
3.845251138455497e-04	1.200000e+01	6.433574e+00
3.865251138455497e-04	1.200000e+01	6.405554e+00
3.885251138455497e-04	1.200000e+01	6.371072e+00
3.905251138455497e-04	1.200000e+01	6.332031e+00
3.925251138455496e-04	1.200000e+01	6.290460e+00
3.945251138455496e-04	1.200000e+01	6.248460e+00
3.965251138455496e-04	1.200000e+01	6.208150e+00
3.985251138455496e-04	1.200000e+01	6.171617e+00
4.005251138455496e-04	1.200000e+01	6.140859e+00
4.025251138455496e-04	1.200000e+01	6.117766e+00
4.045251138455496e-04	1.200000e+01	6.104301e+00
4.059528545512903e-04	1.200000e+01	6.101966e+00
4.074923266580386e-04	1.200000e+01	6.108097e+00
4.092576946626203e-04	1.200000e+01	6.127349e+00
4.105103352703763e-04	1.200000e+01	6.148249e+00
4.119594541286296e-04	1.200000e+01	6.178238e+00
4.139594541286296e-04	1.200000e+01	6.227987e+00
4.153001181626830e-04	1.200000e+01	6.266533e+00
4.168444989946638e-04	1.200000e+01	6.316506e+00
4.182468780321882e-04	1.200000e+01	6.367430e+00
4.197538043938596e-04	1.200000e+01	6.428215e+00
4.209376485050581e-04	1.200000e+01	6.480261e+00
4.223631977633484e-04	1.200000e+01	6.547606e+00
4.238554140305432e-04	1.200000e+01	6.623084e+00
4.258554140305432e-04	1.200000e+01	6.731086e+00
4.278554140305432e-04	1.200000e+01	6.845427e+00
4.298554140305432e-04	1.200000e+01	6.964253e+00
4.318554140305432e-04	1.200000e+01	7.085586e+00
4.338554140305432e-04	1.200000e+01	7.207376e+00
4.358554140305432e-04	1.200000e+01	7.327552e+00
4.378554140305432e-04	1.200000e+01	7.444074e+00
4.398554140305431e-04	1.200000e+01	7.554985e+00
4.418554140305431e-04	1.200000e+01	7.658464e+00
4.438554140305431e-04	1.200000e+01	7.752874e+00
4.458554140305431e-04	1.200000e+01	7.836798e+00
4.478554140305431e-04	1.200000e+01	7.909086e+00
4.498554140305431e-04	1.200000e+01	7.968875e+00
4.518554140305431e-04	1.200000e+01	8.015625e+00
4.538554140305431e-04	1.200000e+01	8.049120e+00
4.558554140305431e-04	1.200000e+01	8.069488e+00
4.578554140305431e-04	1.200000e+01	8.077188e+00
4.598554140305431e-04	1.200000e+01	8.073009e+00
4.618554140305431e-04	1.200000e+01	8.058041e+00
4.638554140305431e-04	1.200000e+01	8.033659e+00
4.658554140305431e-04	1.200000e+01	8.001480e+00
4.678554140305431e-04	1.200000e+01	7.963328e+00
4.698554140305431e-04	1.200000e+01	7.921181e+00
4.718554140305431e-04	1.200000e+01	7.877131e+00
4.738554140305431e-04	1.200000e+01	7.833320e+00
4.758554140305430e-04	1.200000e+01	7.791894e+00
4.778554140305430e-04	1.200000e+01	7.754944e+00
4.798554140305430e-04	1.200000e+01	7.724453e+00
4.818554140305430e-04	1.200000e+01	7.702254e+00
4.838554140305430e-04	1.200000e+01	7.690042e+00
4.858554140305430e-04	1.200000e+01	7.689492e+00
4.878554140305430e-04	1.200000e+01	7.702217e+00
4.898554140305430e-04	1.200000e+01	7.728930e+00
4.914569655442001e-04	1.200000e+01	7.760014e+00
4.931473139674978e-04	1.200000e+01	7.801563e+00
4.944803691408706e-04	1.200000e+01	7.840551e+00
4.960948760822753e-04	1.200000e+01	7.895153e+00
4.976301191434843e-04	1.200000e+01	7.954501e+00
4.994135471824487e-04	1.200000e+01	8.032106e+00
5.012956493159158e-04	1.200000e+01	8.123260e+00
5.032956493159159e-04	1.200000e+01	8.229220e+00
5.052956493159159e-04	1.200000e+01	8.342924e+00
5.072956493159160e-04	1.200000e+01	8.462499e+00
5.092956493159160e-04	1.200000e+01	8.585907e+00
5.112956493159161e-04	1.200000e+01	8.711009e+00
5.132956493159161e-04	1.200000e+01	8.835608e+00
5.152956493159162e-04	1.200000e+01	8.957510e+00
5.172956493159162e-04	1.200000e+01	9.074579e+00
5.192956493159163e-04	1.200000e+01	9.184793e+00
5.212956493159163e-04	1.200000e+01	9.286297e+00
5.232956493159164e-04	1.200000e+01	9.377445e+00
5.252956493159164e-04	1.200000e+01	9.456854e+00
5.272956493159165e-04	1.200000e+01	9.523431e+00
5.292956493159165e-04	1.200000e+01	9.576405e+00
5.312956493159166e-04	1.200000e+01	9.615349e+00
5.332956493159166e-04	1.200000e+01	9.640194e+00
5.352956493159167e-04	1.200000e+01	9.651228e+00
5.372956493159167e-04	1.200000e+01	9.649093e+00
5.392956493159168e-04	1.200000e+01	9.634767e+00
5.412956493159168e-04	1.200000e+01	9.609543e+00
5.432956493159169e-04	1.200000e+01	9.574996e+00
5.452956493159169e-04	1.200000e+01	9.532944e+00
5.472956493159169e-04	1.200000e+01	9.485398e+00
5.492956493159170e-04	1.200000e+01	9.434520e+00
5.512956493159170e-04	1.200000e+01	9.382558e+00
5.532956493159171e-04	1.200000e+01	9.331797e+00
5.552956493159171e-04	1.200000e+01	9.284493e+00
5.572956493159172e-04	1.200000e+01	9.242825e+00
5.592956493159172e-04	1.200000e+01	9.208829e+00
5.612956493159173e-04	1.200000e+01	9.184353e+00
5.632956493159173e-04	1.200000e+01	9.171016e+00
5.652956493159174e-04	1.200000e+01	9.170180e+00
5.672956493159174e-04	1.200000e+01	9.182904e+00
5.692956493159175e-04	1.200000e+01	9.209816e+00
5.712956493159175e-04	1.200000e+01	9.251102e+00
5.732956493159176e-04	1.200000e+01	9.306646e+00
5.752956493159176e-04	1.200000e+01	9.376061e+00
5.772956493159177e-04	1.200000e+01	9.458599e+00
5.792956493159177e-04	1.200000e+01	9.553142e+00
5.812956493159178e-04	1.200000e+01	9.658244e+00
5.832956493159178e-04	1.200000e+01	9.772186e+00
5.852956493159179e-04	1.200000e+01	9.893009e+00
5.872956493159179e-04	1.200000e+01	1.001857e+01
5.892956493159180e-04	1.200000e+01	1.014660e+01
5.912956493159180e-04	1.200000e+01	1.027473e+01
5.932956493159181e-04	1.200000e+01	1.040062e+01
5.952956493159181e-04	1.200000e+01	1.052193e+01
5.972956493159182e-04	1.200000e+01	1.063647e+01
5.992956493159182e-04	1.200000e+01	1.074216e+01
6.012956493159183e-04	1.200000e+01	1.083719e+01
6.032956493159183e-04	1.200000e+01	1.091998e+01
6.052956493159184e-04	1.200000e+01	1.098927e+01
6.072956493159184e-04	1.200000e+01	1.104411e+01
6.092956493159185e-04	1.200000e+01	1.108395e+01
6.112956493159185e-04	1.200000e+01	1.110861e+01
6.132956493159186e-04	1.200000e+01	1.111828e+01
6.152956493159186e-04	1.200000e+01	1.111355e+01
6.172956493159187e-04	1.200000e+01	1.109537e+01
6.192956493159187e-04	1.200000e+01	1.106502e+01
6.212956493159187e-04	1.200000e+01	1.102413e+01
6.232956493159188e-04	1.200000e+01	1.097456e+01
6.252956493159188e-04	1.200000e+01	1.091844e+01
6.272956493159189e-04	1.200000e+01	1.085804e+01
6.292956493159189e-04	1.200000e+01	1.079575e+01
6.312956493159190e-04	1.200000e+01	1.073402e+01
6.332956493159190e-04	1.200000e+01	1.067529e+01
6.352956493159191e-04	1.200000e+01	1.062193e+01
6.372956493159191e-04	1.200000e+01	1.057617e+01
6.392956493159192e-04	1.200000e+01	1.054007e+01
6.412956493159192e-04	1.200000e+01	1.051542e+01
6.432956493159193e-04	1.200000e+01	1.050374e+01
6.452956493159193e-04	1.200000e+01	1.050622e+01
6.472956493159194e-04	1.200000e+01	1.052368e+01
6.492956493159194e-04	1.200000e+01	1.055657e+01
6.512956493159195e-04	1.200000e+01	1.060492e+01
6.532956493159195e-04	1.200000e+01	1.066839e+01
6.552956493159196e-04	1.200000e+01	1.074625e+01
6.572956493159196e-04	1.200000e+01	1.083737e+01
6.592956493159197e-04	1.200000e+01	1.094030e+01
6.612956493159197e-04	1.200000e+01	1.105327e+01
6.632956493159198e-04	1.200000e+01	1.117425e+01
6.652956493159198e-04	1.200000e+01	1.130098e+01
6.672956493159199e-04	1.200000e+01	1.143106e+01
6.692956493159199e-04	1.200000e+01	1.156197e+01
6.712956493159200e-04	1.200000e+01	1.169118e+01
6.732956493159200e-04	1.200000e+01	1.181617e+01
6.752956493159201e-04	1.200000e+01	1.193454e+01
6.772956493159201e-04	1.200000e+01	1.204401e+01
6.792956493159202e-04	1.200000e+01	1.214256e+01
6.812956493159202e-04	1.200000e+01	1.222840e+01
6.832956493159203e-04	1.200000e+01	1.230009e+01
6.852956493159203e-04	1.200000e+01	1.235650e+01
6.872956493159204e-04	1.200000e+01	1.239693e+01
6.892956493159204e-04	1.200000e+01	1.242106e+01
6.912956493159204e-04	1.200000e+01	1.242898e+01
6.932956493159205e-04	1.200000e+01	1.242121e+01
6.952956493159205e-04	1.200000e+01	1.239865e+01
6.972956493159206e-04	1.200000e+01	1.236258e+01
6.992956493159206e-04	1.200000e+01	1.231466e+01
7.012956493159207e-04	1.200000e+01	1.225680e+01
7.032956493159207e-04	1.200000e+01	1.219122e+01
7.052956493159208e-04	1.200000e+01	1.212032e+01
7.072956493159208e-04	1.200000e+01	1.204663e+01
7.092956493159209e-04	1.200000e+01	1.197278e+01
7.112956493159209e-04	1.200000e+01	1.190139e+01
7.132956493159210e-04	1.200000e+01	1.183503e+01
7.152956493159210e-04	1.200000e+01	1.177615e+01
7.172956493159211e-04	1.200000e+01	1.172702e+01
7.192956493159211e-04	1.200000e+01	1.168964e+01
7.212956493159212e-04	1.200000e+01	1.166574e+01
7.232956493159212e-04	1.200000e+01	1.165670e+01
7.252956493159213e-04	1.200000e+01	1.166351e+01
7.272956493159213e-04	1.200000e+01	1.168677e+01
7.292956493159214e-04	1.200000e+01	1.172666e+01
7.312956493159214e-04	1.200000e+01	1.178293e+01
7.332956493159215e-04	1.200000e+01	1.185489e+01
7.352956493159215e-04	1.200000e+01	1.194147e+01
7.372956493159216e-04	1.200000e+01	1.204120e+01
7.392956493159216e-04	1.200000e+01	1.215228e+01
7.412956493159217e-04	1.200000e+01	1.227259e+01
7.432956493159217e-04	1.200000e+01	1.239980e+01
7.452956493159218e-04	1.200000e+01	1.253135e+01
7.472956493159218e-04	1.200000e+01	1.266457e+01
7.492956493159219e-04	1.200000e+01	1.279675e+01
7.512956493159219e-04	1.200000e+01	1.292518e+01
7.532956493159220e-04	1.200000e+01	1.304722e+01
7.552956493159220e-04	1.200000e+01	1.316040e+01
7.572956493159221e-04	1.200000e+01	1.326246e+01
7.592956493159221e-04	1.200000e+01	1.335141e+01
7.612956493159222e-04	1.200000e+01	1.342557e+01
7.632956493159222e-04	1.200000e+01	1.348366e+01
7.652956493159222e-04	1.200000e+01	1.352478e+01
7.672956493159223e-04	1.200000e+01	1.354847e+01
7.692956493159223e-04	1.200000e+01	1.355470e+01
7.712956493159224e-04	1.200000e+01	1.354388e+01
7.732956493159224e-04	1.200000e+01	1.351689e+01
7.752956493159225e-04	1.200000e+01	1.347497e+01
7.772956493159225e-04	1.200000e+01	1.341978e+01
7.792956493159226e-04	1.200000e+01	1.335332e+01
7.812956493159226e-04	1.200000e+01	1.327787e+01
7.832956493159227e-04	1.200000e+01	1.319595e+01
7.852956493159227e-04	1.200000e+01	1.311024e+01
7.872956493159228e-04	1.200000e+01	1.302354e+01
7.892956493159228e-04	1.200000e+01	1.293868e+01
7.912956493159229e-04	1.200000e+01	1.285842e+01
7.932956493159229e-04	1.200000e+01	1.278545e+01
7.952956493159230e-04	1.200000e+01	1.272226e+01
7.972956493159230e-04	1.200000e+01	1.267108e+01
7.992956493159231e-04	1.200000e+01	1.263386e+01
8.012956493159231e-04	1.200000e+01	1.261218e+01
8.032956493159232e-04	1.200000e+01	1.260724e+01
8.052956493159232e-04	1.200000e+01	1.261981e+01
8.072956493159233e-04	1.200000e+01	1.265020e+01
8.092956493159233e-04	1.200000e+01	1.269828e+01
8.112956493159234e-04	1.200000e+01	1.276345e+01
8.132956493159234e-04	1.200000e+01	1.284467e+01
8.152956493159235e-04	1.200000e+01	1.294049e+01
8.172956493159235e-04	1.200000e+01	1.304908e+01
8.192956493159236e-04	1.200000e+01	1.316826e+01
8.212956493159236e-04	1.200000e+01	1.329558e+01
8.232956493159237e-04	1.200000e+01	1.342837e+01
8.252956493159237e-04	1.200000e+01	1.356379e+01
8.272956493159238e-04	1.200000e+01	1.369895e+01
8.292956493159238e-04	1.200000e+01	1.383092e+01
8.312956493159239e-04	1.200000e+01	1.395686e+01
8.332956493159239e-04	1.200000e+01	1.407405e+01
8.352956493159239e-04	1.200000e+01	1.417999e+01
8.372956493159240e-04	1.200000e+01	1.427247e+01
8.392956493159240e-04	1.200000e+01	1.434958e+01
8.412956493159241e-04	1.200000e+01	1.440983e+01
8.432956493159241e-04	1.200000e+01	1.445213e+01
8.452956493159242e-04	1.200000e+01	1.447583e+01
8.472956493159242e-04	1.200000e+01	1.448079e+01
8.492956493159243e-04	1.200000e+01	1.446731e+01
8.512956493159243e-04	1.200000e+01	1.443617e+01
8.532956493159244e-04	1.200000e+01	1.438862e+01
8.552956493159244e-04	1.200000e+01	1.432630e+01
8.572956493159245e-04	1.200000e+01	1.425124e+01
8.592956493159245e-04	1.200000e+01	1.416582e+01
8.612956493159246e-04	1.200000e+01	1.407267e+01
8.632956493159246e-04	1.200000e+01	1.397463e+01
8.652956493159247e-04	1.200000e+01	1.387466e+01
8.672956493159247e-04	1.200000e+01	1.377579e+01
8.692956493159248e-04	1.200000e+01	1.368102e+01
8.712956493159248e-04	1.200000e+01	1.359325e+01
8.732956493159249e-04	1.200000e+01	1.351522e+01
8.752956493159249e-04	1.200000e+01	1.344942e+01
8.772956493159250e-04	1.200000e+01	1.339802e+01
8.792956493159250e-04	1.200000e+01	1.336285e+01
8.812956493159251e-04	1.200000e+01	1.334531e+01
8.832956493159251e-04	1.200000e+01	1.334634e+01
8.852956493159252e-04	1.200000e+01	1.336645e+01
8.872956493159252e-04	1.200000e+01	1.340561e+01
